# Engine name: 
# Sat May 25 10:25:08 2019
#
#************************************************************************************************************************************************************************************
# Results of nested analysis
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# Ratio, O/F     pc, psi  Nozzle inl  Nozzle exi  rho, kg/m^       Tc, K           M       gamma           k     c*, m/s   Is opt, s   Is vac, s      Cf opt      Cf vac    c.factor 
#------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     3.3000    230.0000      0.0000      1.0000    731.3619   3347.9296     20.9979      1.1740      1.1248   1761.4787    240.5636    280.6442      1.3814      1.5975      0.9473 
     3.3000    240.0000      0.0000      1.0000    731.3619   3353.3894     21.0090      1.1740      1.1250   1763.0952    242.4004    282.0388      1.3905      1.6041      0.9477 
     3.3000    250.0000      0.0000      1.0000    731.3619   3358.6292     21.0196      1.1740      1.1252   1764.6447    244.1471    283.3691      1.3991      1.6104      0.9480 
     3.3000    260.0000      0.0000      1.0000    731.3619   3363.6660     21.0298      1.1739      1.1254   1766.1326    245.8113    284.6397      1.4072      1.6163      0.9483 
     3.3000    270.0000      0.0000      1.0000    731.3619   3368.5150     21.0396      1.1739      1.1256   1767.5636    247.3992    285.8548      1.4150      1.6220      0.9487 
     3.3000    280.0000      0.0000      1.0000    731.3619   3373.1897     21.0491      1.1739      1.1257   1768.9417    248.9167    287.0184      1.4224      1.6275      0.9489 
     3.3000    290.0000      0.0000      1.0000    731.3619   3377.7021     21.0582      1.1738      1.1259   1770.2708    250.3701    288.1350      1.4295      1.6326      0.9492 
     3.3000    300.0000      0.0000      1.0000    731.3619   3382.0630     21.0671      1.1738      1.1261   1771.5541    251.7645    289.2082      1.4363      1.6376      0.9495 
     3.3000    310.0000      0.0000      1.0000    731.3619   3386.2824     21.0757      1.1738      1.1263   1772.7947    253.1036    290.2405      1.4428      1.6424      0.9498 
     3.3000    320.0000      0.0000      1.0000    731.3619   3390.3691     21.0840      1.1738      1.1264   1773.9953    254.3912    291.2343      1.4490      1.6470      0.9500 
     3.3000    330.0000      0.0000      1.0000    731.3619   3394.3312     21.0921      1.1737      1.1266   1775.1583    255.6306    292.1923      1.4550      1.6514      0.9503 
     3.3000    340.0000      0.0000      1.0000    731.3619   3398.1759     21.0999      1.1737      1.1267   1776.2861    256.8255    293.1169      1.4608      1.6557      0.9505 
     3.3000    350.0000      0.0000      1.0000    731.3619   3401.9101     21.1075      1.1737      1.1269   1777.3805    257.9785    294.0100      1.4664      1.6597      0.9508 
     3.3000    360.0000      0.0000      1.0000    731.3619   3405.5399     21.1149      1.1737      1.1270   1778.4437    259.0922    294.8736      1.4717      1.6637      0.9510 
     3.3000    370.0000      0.0000      1.0000    731.3619   3409.0709     21.1221      1.1736      1.1272   1779.4772    260.1691    295.7093      1.4769      1.6675      0.9512 
     3.3000    380.0000      0.0000      1.0000    731.3619   3412.5083     21.1291      1.1736      1.1273   1780.4826    261.2121    296.5197      1.4819      1.6712      0.9515 
     3.3000    390.0000      0.0000      1.0000    731.3619   3415.8570     21.1360      1.1736      1.1274   1781.4614    262.2228    297.3056      1.4867      1.6748      0.9517 
     3.3000    400.0000      0.0000      1.0000    731.3619   3419.1214     21.1426      1.1736      1.1276   1782.4150    263.2026    298.0680      1.4914      1.6782      0.9519 
     3.3000    410.0000      0.0000      1.0000    731.3619   3422.3056     21.1491      1.1736      1.1277   1783.3447    264.1532    298.8081      1.4959      1.6816      0.9521 
     3.3000    420.0000      0.0000      1.0000    731.3619   3425.4135     21.1555      1.1735      1.1278   1784.2515    265.0761    299.5271      1.5003      1.6848      0.9523 
     3.3000    430.0000      0.0000      1.0000    731.3619   3428.4485     21.1617      1.1735      1.1279   1785.1365    265.9729    300.2260      1.5045      1.6880      0.9525 
     3.3000    440.0000      0.0000      1.0000    731.3619   3431.4140     21.1678      1.1735      1.1280   1786.0008    266.8447    300.9059      1.5087      1.6910      0.9527 
     3.3000    450.0000      0.0000      1.0000    731.3619   3434.3132     21.1737      1.1735      1.1282   1786.8453    267.6930    301.5676      1.5127      1.6940      0.9529 
     3.3000    460.0000      0.0000      1.0000    731.3619   3437.1488     21.1795      1.1735      1.1283   1787.6709    268.5187    302.2120      1.5166      1.6969      0.9531 
     3.3000    470.0000      0.0000      1.0000    731.3619   3439.9236     21.1852      1.1735      1.1284   1788.4784    269.3229    302.8398      1.5204      1.6997      0.9533 
     3.3000    480.0000      0.0000      1.0000    731.3619   3442.6402     21.1908      1.1734      1.1285   1789.2685    270.1068    303.4520      1.5241      1.7024      0.9534 
     3.3000    490.0000      0.0000      1.0000    731.3619   3445.3008     21.1962      1.1734      1.1286   1790.0420    270.8715    304.0495      1.5277      1.7051      0.9536 
     3.3000    500.0000      0.0000      1.0000    731.3619   3447.9078     21.2016      1.1734      1.1287   1790.7995    271.6176    304.6326      1.5312      1.7077      0.9538 
     3.3000    510.0000      0.0000      1.0000    731.3619   3450.4632     21.2068      1.1734      1.1288   1791.5417    272.3459    305.2018      1.5346      1.7102      0.9539 
     3.3000    520.0000      0.0000      1.0000    731.3619   3452.9691     21.2120      1.1734      1.1289   1792.2692    273.0570    305.7578      1.5379      1.7127      0.9541 
     3.3000    530.0000      0.0000      1.0000    731.3619   3455.4272     21.2170      1.1734      1.1290   1792.9826    273.7519    306.3012      1.5411      1.7151      0.9543 
     3.3000    540.0000      0.0000      1.0000    731.3619   3457.8395     21.2220      1.1733      1.1291   1793.6823    274.4314    306.8327      1.5443      1.7174      0.9544 
     3.3000    550.0000      0.0000      1.0000    731.3619   3460.2074     21.2269      1.1733      1.1292   1794.3689    275.0958    307.3525      1.5474      1.7197      0.9546 
     3.3000    560.0000      0.0000      1.0000    731.3619   3462.5327     21.2317      1.1733      1.1293   1795.0428    275.7459    307.8612      1.5504      1.7219      0.9547 
     3.3000    570.0000      0.0000      1.0000    731.3619   3464.8168     21.2364      1.1733      1.1294   1795.7046    276.3820    308.3590      1.5534      1.7241      0.9549 
     3.3000    580.0000      0.0000      1.0000    731.3619   3467.0611     21.2410      1.1733      1.1295   1796.3546    277.0047    308.8463      1.5563      1.7263      0.9550 
     3.3000    590.0000      0.0000      1.0000    731.3619   3469.2670     21.2455      1.1733      1.1295   1796.9932    277.6145    309.3236      1.5591      1.7284      0.9552 
     3.3000    600.0000      0.0000      1.0000    731.3619   3471.4357     21.2500      1.1733      1.1296   1797.6208    278.2119    309.7912      1.5619      1.7304      0.9553 
     3.3000    610.0000      0.0000      1.0000    731.3619   3473.5686     21.2544      1.1732      1.1297   1798.2379    278.7973    310.2494      1.5646      1.7324      0.9555 
     3.3000    620.0000      0.0000      1.0000    731.3619   3475.6667     21.2587      1.1732      1.1298   1798.8446    279.3712    310.6986      1.5672      1.7344      0.9556 
     3.3000    630.0000      0.0000      1.0000    731.3619   3477.7311     21.2630      1.1732      1.1299   1799.4414    279.9340    311.1392      1.5698      1.7363      0.9557 
     3.3000    640.0000      0.0000      1.0000    731.3619   3479.7629     21.2672      1.1732      1.1300   1800.0286    280.4863    311.5717      1.5724      1.7382      0.9559 
     3.3000    650.0000      0.0000      1.0000    731.3619   3481.7631     21.2713      1.1732      1.1300   1800.6065    281.0283    311.9960      1.5749      1.7400      0.9560 
     3.3000    660.0000      0.0000      1.0000    731.3619   3483.7326     21.2754      1.1732      1.1301   1801.1754    281.5602    312.4125      1.5773      1.7418      0.9561 
     3.3000    670.0000      0.0000      1.0000    731.3619   3485.6725     21.2794      1.1732      1.1302   1801.7354    282.0824    312.8214      1.5797      1.7436      0.9563 
     3.3000    680.0000      0.0000      1.0000    731.3619   3487.5834     21.2833      1.1732      1.1303   1802.2870    282.5953    313.2231      1.5821      1.7453      0.9564 
     3.3000    690.0000      0.0000      1.0000    731.3619   3489.4663     21.2872      1.1731      1.1303   1802.8304    283.0993    313.6178      1.5844      1.7470      0.9565 
     3.3000    700.0000      0.0000      1.0000    731.3619   3491.3221     21.2910      1.1731      1.1304   1803.3657    283.5947    314.0058      1.5867      1.7487      0.9566 
     3.3000    710.0000      0.0000      1.0000    731.3619   3493.1513     21.2948      1.1731      1.1305   1803.8932    284.0816    314.3871      1.5889      1.7503      0.9568 
     3.3000    720.0000      0.0000      1.0000    731.3619   3494.9549     21.2986      1.1731      1.1306   1804.4132    284.5601    314.7620      1.5911      1.7519      0.9569 
     3.3000    730.0000      0.0000      1.0000    731.3619   3496.7334     21.3022      1.1731      1.1306   1804.9258    285.0307    315.1305      1.5932      1.7535      0.9570 
     3.3000    740.0000      0.0000      1.0000    731.3619   3498.4875     21.3059      1.1731      1.1307   1805.4312    285.4934    315.4929      1.5953      1.7551      0.9571 
     3.3000    750.0000      0.0000      1.0000    731.3619   3500.2180     21.3094      1.1731      1.1308   1805.9297    285.9486    315.8494      1.5974      1.7566      0.9572 
     3.3000    760.0000      0.0000      1.0000    731.3619   3501.9254     21.3130      1.1731      1.1308   1806.4215    286.3965    316.2002      1.5994      1.7581      0.9573 
     3.3000    770.0000      0.0000      1.0000    731.3619   3503.6104     21.3165      1.1731      1.1309   1806.9066    286.8372    316.5454      1.6014      1.7596      0.9575 
     3.3000    780.0000      0.0000      1.0000    731.3619   3505.2734     21.3199      1.1730      1.1310   1807.3853    287.2710    316.8851      1.6034      1.7610      0.9576 
     3.3000    790.0000      0.0000      1.0000    731.3619   3506.9152     21.3233      1.1730      1.1310   1807.8577    287.6981    317.2196      1.6054      1.7624      0.9577 
     3.3000    800.0000      0.0000      1.0000    731.3619   3508.5361     21.3267      1.1730      1.1311   1808.3241    288.1187    317.5490      1.6073      1.7638      0.9578 
     3.3500    150.0000      0.0000      1.0000    734.0686   3297.1269     21.0199      1.1752      1.1221   1740.4143    220.5064    265.5185      1.2840      1.5285      0.9436 
     3.3500    160.0000      0.0000      1.0000    734.0686   3305.4147     21.0367      1.1751      1.1224   1742.8836    223.5715    267.7658      1.2995      1.5394      0.9441 
     3.3500    170.0000      0.0000      1.0000    734.0686   3313.2105     21.0525      1.1751      1.1227   1745.2020    226.4066    269.8589      1.3139      1.5496      0.9446 
     3.3500    180.0000      0.0000      1.0000    734.0686   3320.5697     21.0674      1.1750      1.1230   1747.3867    229.0423    271.8168      1.3272      1.5591      0.9451 
     3.3500    190.0000      0.0000      1.0000    734.0686   3327.5386     21.0815      1.1750      1.1232   1749.4522    231.5043    273.6561      1.3396      1.5679      0.9455 
     3.3500    200.0000      0.0000      1.0000    734.0686   3334.1568     21.0950      1.1750      1.1235   1751.4108    233.8117    275.3882      1.3511      1.5762      0.9459 
     3.3500    210.0000      0.0000      1.0000    734.0686   3340.4580     21.1078      1.1749      1.1237   1753.2729    235.9819    277.0244      1.3620      1.5841      0.9463 
     3.3500    220.0000      0.0000      1.0000    734.0686   3346.4713     21.1200      1.1749      1.1240   1755.0475    238.0300    278.5749      1.3722      1.5914      0.9466 
     3.3500    230.0000      0.0000      1.0000    734.0686   3352.2218     21.1317      1.1748      1.1242   1756.7424    239.9674    280.0468      1.3818      1.5984      0.9470 
     3.3500    240.0000      0.0000      1.0000    734.0686   3357.7316     21.1429      1.1748      1.1244   1758.3643    241.8053    281.4476      1.3909      1.6051      0.9473 
     3.3500    250.0000      0.0000      1.0000    734.0686   3363.0200     21.1537      1.1748      1.1246   1759.9193    243.5533    282.7841      1.3995      1.6114      0.9477 
     3.3500    260.0000      0.0000      1.0000    734.0686   3368.1043     21.1641      1.1747      1.1248   1761.4126    245.2189    284.0611      1.4077      1.6174      0.9480 
     3.3500    270.0000      0.0000      1.0000    734.0686   3372.9996     21.1741      1.1747      1.1250   1762.8488    246.8084    285.2826      1.4155      1.6231      0.9483 
     3.3500    280.0000      0.0000      1.0000    734.0686   3377.7194     21.1838      1.1747      1.1252   1764.2322    248.3278    286.4528      1.4230      1.6286      0.9486 
     3.3500    290.0000      0.0000      1.0000    734.0686   3382.2759     21.1931      1.1747      1.1253   1765.5664    249.7832    287.5761      1.4301      1.6338      0.9489 
     3.3500    300.0000      0.0000      1.0000    734.0686   3386.6800     21.2021      1.1746      1.1255   1766.8548    251.1797    288.6561      1.4369      1.6389      0.9492 
     3.3500    310.0000      0.0000      1.0000    734.0686   3390.9416     21.2108      1.1746      1.1257   1768.1004    252.5211    289.6952      1.4434      1.6437      0.9494 
     3.3500    320.0000      0.0000      1.0000    734.0686   3395.0697     21.2193      1.1746      1.1258   1769.3059    253.8110    290.6959      1.4497      1.6483      0.9497 
     3.3500    330.0000      0.0000      1.0000    734.0686   3399.0722     21.2275      1.1746      1.1260   1770.4737    255.0529    291.6608      1.4557      1.6528      0.9499 
     3.3500    340.0000      0.0000      1.0000    734.0686   3402.9566     21.2355      1.1745      1.1261   1771.6063    256.2503    292.5924      1.4615      1.6571      0.9502 
     3.3500    350.0000      0.0000      1.0000    734.0686   3406.7297     21.2432      1.1745      1.1263   1772.7055    257.4060    293.4926      1.4671      1.6612      0.9504 
     3.3500    360.0000      0.0000      1.0000    734.0686   3410.3977     21.2508      1.1745      1.1264   1773.7733    258.5225    294.3633      1.4725      1.6652      0.9507 
     3.3500    370.0000      0.0000      1.0000    734.0686   3413.9662     21.2581      1.1745      1.1265   1774.8114    259.6023    295.2061      1.4777      1.6691      0.9509 
     3.3500    380.0000      0.0000      1.0000    734.0686   3417.4405     21.2653      1.1744      1.1267   1775.8214    260.6485    296.0238      1.4827      1.6728      0.9511 
     3.3500    390.0000      0.0000      1.0000    734.0686   3420.8255     21.2722      1.1744      1.1268   1776.8048    261.6621    296.8168      1.4875      1.6764      0.9513 
     3.3500    400.0000      0.0000      1.0000    734.0686   3424.1255     21.2790      1.1744      1.1269   1777.7628    262.6450    297.5863      1.4922      1.6799      0.9515 
     3.3500    410.0000      0.0000      1.0000    734.0686   3427.3448     21.2856      1.1744      1.1270   1778.6969    263.5987    298.3336      1.4968      1.6833      0.9517 
     3.3500    420.0000      0.0000      1.0000    734.0686   3430.4872     21.2921      1.1744      1.1272   1779.6080    264.5249    299.0597      1.5012      1.6866      0.9519 
     3.3500    430.0000      0.0000      1.0000    734.0686   3433.5562     21.2985      1.1743      1.1273   1780.4974    265.4248    299.7658      1.5055      1.6898      0.9521 
     3.3500    440.0000      0.0000      1.0000    734.0686   3436.5552     21.3046      1.1743      1.1274   1781.3660    266.3000    300.4528      1.5096      1.6929      0.9523 
     3.3500    450.0000      0.0000      1.0000    734.0686   3439.4873     21.3107      1.1743      1.1275   1782.2147    267.1516    301.1217      1.5137      1.6959      0.9525 
     3.3500    460.0000      0.0000      1.0000    734.0686   3442.3554     21.3166      1.1743      1.1276   1783.0445    267.9806    301.7731      1.5176      1.6988      0.9527 
     3.3500    470.0000      0.0000      1.0000    734.0686   3445.1623     21.3224      1.1743      1.1277   1783.8561    268.7882    302.4080      1.5214      1.7017      0.9529 
     3.3500    480.0000      0.0000      1.0000    734.0686   3447.9104     21.3281      1.1743      1.1278   1784.6503    269.5757    303.0274      1.5251      1.7045      0.9531 
     3.3500    490.0000      0.0000      1.0000    734.0686   3450.6023     21.3337      1.1742      1.1279   1785.4279    270.3439    303.6319      1.5287      1.7072      0.9532 
     3.3500    500.0000      0.0000      1.0000    734.0686   3453.2400     21.3391      1.1742      1.1280   1786.1894    271.0935    304.2220      1.5323      1.7098      0.9534 
     3.3500    510.0000      0.0000      1.0000    734.0686   3455.8258     21.3445      1.1742      1.1281   1786.9356    271.8252    304.7981      1.5357      1.7124      0.9536 
     3.3500    520.0000      0.0000      1.0000    734.0686   3458.3616     21.3497      1.1742      1.1282   1787.6671    272.5399    305.3610      1.5391      1.7149      0.9537 
     3.3500    530.0000      0.0000      1.0000    734.0686   3460.8494     21.3549      1.1742      1.1283   1788.3843    273.2386    305.9115      1.5423      1.7173      0.9539 
     3.3500    540.0000      0.0000      1.0000    734.0686   3463.2908     21.3600      1.1742      1.1284   1789.0879    273.9217    306.4499      1.5455      1.7197      0.9541 
     3.3500    550.0000      0.0000      1.0000    734.0686   3465.6877     21.3649      1.1741      1.1285   1789.7783    274.5897    306.9765      1.5487      1.7220      0.9542 
     3.3500    560.0000      0.0000      1.0000    734.0686   3468.0415     21.3698      1.1741      1.1286   1790.4561    275.2434    307.4919      1.5517      1.7243      0.9544 
     3.3500    570.0000      0.0000      1.0000    734.0686   3470.3538     21.3746      1.1741      1.1287   1791.1216    275.8831    307.9963      1.5547      1.7265      0.9545 
     3.3500    580.0000      0.0000      1.0000    734.0686   3472.6260     21.3793      1.1741      1.1288   1791.7754    276.5094    308.4903      1.5576      1.7287      0.9547 
     3.3500    590.0000      0.0000      1.0000    734.0686   3474.8595     21.3840      1.1741      1.1288   1792.4177    277.1229    308.9741      1.5605      1.7308      0.9548 
     3.3500    600.0000      0.0000      1.0000    734.0686   3477.0555     21.3885      1.1741      1.1289   1793.0490    277.7239    309.4482      1.5633      1.7329      0.9550 
     3.3500    610.0000      0.0000      1.0000    734.0686   3479.2153     21.3930      1.1741      1.1290   1793.6697    278.3129    309.9129      1.5660      1.7349      0.9551 
     3.3500    620.0000      0.0000      1.0000    734.0686   3481.3401     21.3974      1.1740      1.1291   1794.2801    278.8905    310.3686      1.5687      1.7369      0.9552 
     3.3500    630.0000      0.0000      1.0000    734.0686   3483.4309     21.4018      1.1740      1.1292   1794.8805    279.4571    310.8157      1.5713      1.7389      0.9554 
     3.3500    640.0000      0.0000      1.0000    734.0686   3485.4889     21.4060      1.1740      1.1293   1795.4712    280.0131    311.2545      1.5739      1.7408      0.9555 
     3.3500    650.0000      0.0000      1.0000    734.0686   3487.5150     21.4103      1.1740      1.1293   1796.0526    280.5587    311.6851      1.5764      1.7427      0.9556 
     3.3500    660.0000      0.0000      1.0000    734.0686   3489.5101     21.4144      1.1740      1.1294   1796.6250    281.0942    312.1077      1.5788      1.7445      0.9558 
     3.3500    670.0000      0.0000      1.0000    734.0686   3491.4753     21.4185      1.1740      1.1295   1797.1885    281.6201    312.5228      1.5813      1.7463      0.9559 
     3.3500    680.0000      0.0000      1.0000    734.0686   3493.4114     21.4225      1.1740      1.1296   1797.7436    282.1368    312.9306      1.5836      1.7481      0.9560 
     3.3500    690.0000      0.0000      1.0000    734.0686   3495.3192     21.4265      1.1740      1.1296   1798.2903    282.6447    313.3315      1.5860      1.7498      0.9561 
     3.3500    700.0000      0.0000      1.0000    734.0686   3497.1996     21.4304      1.1739      1.1297   1798.8290    283.1437    313.7254      1.5883      1.7515      0.9563 
     3.3500    710.0000      0.0000      1.0000    734.0686   3499.0532     21.4343      1.1739      1.1298   1799.3599    283.6341    314.1126      1.5905      1.7532      0.9564 
     3.3500    720.0000      0.0000      1.0000    734.0686   3500.8810     21.4381      1.1739      1.1298   1799.8833    284.1163    314.4932      1.5927      1.7549      0.9565 
     3.3500    730.0000      0.0000      1.0000    734.0686   3502.6835     21.4419      1.1739      1.1299   1800.3992    284.5904    314.8675      1.5949      1.7565      0.9566 
     3.3500    740.0000      0.0000      1.0000    734.0686   3504.4614     21.4456      1.1739      1.1300   1800.9080    285.0568    315.2356      1.5970      1.7581      0.9567 
     3.3500    750.0000      0.0000      1.0000    734.0686   3506.2154     21.4492      1.1739      1.1300   1801.4098    285.5156    315.5977      1.5991      1.7596      0.9569 
     3.3500    760.0000      0.0000      1.0000    734.0686   3507.9462     21.4529      1.1739      1.1301   1801.9047    285.9670    315.9540      1.6012      1.7611      0.9570 
     3.3500    770.0000      0.0000      1.0000    734.0686   3509.6543     21.4564      1.1739      1.1302   1802.3931    286.4113    316.3047      1.6032      1.7626      0.9571 
     3.3500    780.0000      0.0000      1.0000    734.0686   3511.3403     21.4599      1.1739      1.1302   1802.8750    286.8487    316.6499      1.6052      1.7641      0.9572 
     3.3500    790.0000      0.0000      1.0000    734.0686   3513.0048     21.4634      1.1738      1.1303   1803.3507    287.2793    316.9897      1.6072      1.7656      0.9573 
     3.3500    800.0000      0.0000      1.0000    734.0686   3514.6483     21.4669      1.1738      1.1304   1803.8202    287.7034    317.3244      1.6091      1.7670      0.9574 
     3.4000    150.0000      0.0000      1.0000    736.7332   3300.2556     21.1492      1.1759      1.1216   1735.3232    219.8643    264.8184      1.2841      1.5289      0.9431 
     3.4000    160.0000      0.0000      1.0000    736.7332   3308.5985     21.1662      1.1759      1.1219   1737.7961    222.9257    267.0675      1.2997      1.5399      0.9437 
     3.4000    170.0000      0.0000      1.0000    736.7332   3316.4470     21.1822      1.1758      1.1222   1740.1182    225.7578    269.1628      1.3141      1.5501      0.9441 
     3.4000    180.0000      0.0000      1.0000    736.7332   3323.8570     21.1973      1.1758      1.1225   1742.3066    228.3911    271.1235      1.3274      1.5596      0.9446 
     3.4000    190.0000      0.0000      1.0000    736.7332   3330.8750     21.2116      1.1757      1.1228   1744.3758    230.8511    272.9656      1.3398      1.5685      0.9450 
     3.4000    200.0000      0.0000      1.0000    736.7332   3337.5406     21.2253      1.1757      1.1230   1746.3381    233.1570    274.7010      1.3514      1.5769      0.9454 
     3.4000    210.0000      0.0000      1.0000    736.7332   3343.8876     21.2383      1.1757      1.1233   1748.2038    235.3260    276.3407      1.3623      1.5847      0.9458 
     3.4000    220.0000      0.0000      1.0000    736.7332   3349.9453     21.2507      1.1756      1.1235   1749.9820    237.3733    277.8949      1.3725      1.5922      0.9462 
     3.4000    230.0000      0.0000      1.0000    736.7332   3355.7390     21.2626      1.1756      1.1237   1751.6805    239.3103    279.3708      1.3821      1.5992      0.9465 
     3.4000    240.0000      0.0000      1.0000    736.7332   3361.2908     21.2740      1.1755      1.1239   1753.3060    241.1479    280.7758      1.3913      1.6059      0.9468 
     3.4000    250.0000      0.0000      1.0000    736.7332   3366.6202     21.2849      1.1755      1.1241   1754.8645    242.8960    282.1166      1.3999      1.6122      0.9472 
     3.4000    260.0000      0.0000      1.0000    736.7332   3371.7443     21.2954      1.1755      1.1243   1756.3613    244.5618    283.3981      1.4081      1.6183      0.9475 
     3.4000    270.0000      0.0000      1.0000    736.7332   3376.6784     21.3056      1.1755      1.1245   1757.8011    246.1517    284.6242      1.4160      1.6240      0.9478 
     3.4000    280.0000      0.0000      1.0000    736.7332   3381.4362     21.3154      1.1754      1.1246   1759.1879    247.6716    285.7990      1.4234      1.6295      0.9481 
     3.4000    290.0000      0.0000      1.0000    736.7332   3386.0297     21.3249      1.1754      1.1248   1760.5256    249.1279    286.9273      1.4306      1.6348      0.9484 
     3.4000    300.0000      0.0000      1.0000    736.7332   3390.4701     21.3340      1.1754      1.1250   1761.8173    250.5254    288.0123      1.4374      1.6399      0.9487 
     3.4000    310.0000      0.0000      1.0000    736.7332   3394.7672     21.3429      1.1753      1.1251   1763.0663    251.8678    289.0564      1.4439      1.6447      0.9489 
     3.4000    320.0000      0.0000      1.0000    736.7332   3398.9300     21.3515      1.1753      1.1253   1764.2751    253.1589    290.0623      1.4502      1.6494      0.9492 
     3.4000    330.0000      0.0000      1.0000    736.7332   3402.9665     21.3598      1.1753      1.1254   1765.4463    254.4021    291.0324      1.4563      1.6539      0.9495 
     3.4000    340.0000      0.0000      1.0000    736.7332   3406.8844     21.3679      1.1753      1.1256   1766.5822    255.6010    291.9693      1.4621      1.6583      0.9497 
     3.4000    350.0000      0.0000      1.0000    736.7332   3410.6903     21.3758      1.1752      1.1257   1767.6847    256.7582    292.8749      1.4677      1.6624      0.9499 
     3.4000    360.0000      0.0000      1.0000    736.7332   3414.3904     21.3835      1.1752      1.1259   1768.7557    257.8764    293.7510      1.4731      1.6665      0.9502 
     3.4000    370.0000      0.0000      1.0000    736.7332   3417.9905     21.3909      1.1752      1.1260   1769.7970    258.9580    294.5995      1.4783      1.6704      0.9504 
     3.4000    380.0000      0.0000      1.0000    736.7332   3421.4959     21.3982      1.1752      1.1261   1770.8102    260.0061    295.4228      1.4833      1.6741      0.9506 
     3.4000    390.0000      0.0000      1.0000    736.7332   3424.9114     21.4053      1.1752      1.1262   1771.7967    261.0217    296.2214      1.4882      1.6778      0.9508 
     3.4000    400.0000      0.0000      1.0000    736.7332   3428.2415     21.4122      1.1751      1.1264   1772.7579    262.0066    296.9966      1.4929      1.6813      0.9511 
     3.4000    410.0000      0.0000      1.0000    736.7332   3431.4903     21.4189      1.1751      1.1265   1773.6950    262.9624    297.7495      1.4975      1.6848      0.9513 
     3.4000    420.0000      0.0000      1.0000    736.7332   3434.6618     21.4255      1.1751      1.1266   1774.6093    263.8907    298.4814      1.5019      1.6881      0.9515 
     3.4000    430.0000      0.0000      1.0000    736.7332   3437.7594     21.4320      1.1751      1.1267   1775.5017    264.7928    299.1932      1.5063      1.6913      0.9517 
     3.4000    440.0000      0.0000      1.0000    736.7332   3440.7867     21.4383      1.1751      1.1268   1776.3733    265.6703    299.8861      1.5104      1.6945      0.9518 
     3.4000    450.0000      0.0000      1.0000    736.7332   3443.7466     21.4444      1.1750      1.1269   1777.2250    266.5242    300.5607      1.5145      1.6975      0.9520 
     3.4000    460.0000      0.0000      1.0000    736.7332   3446.6421     21.4504      1.1750      1.1270   1778.0578    267.3556    301.2180      1.5184      1.7005      0.9522 
     3.4000    470.0000      0.0000      1.0000    736.7332   3449.4760     21.4563      1.1750      1.1271   1778.8723    268.1656    301.8587      1.5223      1.7034      0.9524 
     3.4000    480.0000      0.0000      1.0000    736.7332   3452.2508     21.4621      1.1750      1.1272   1779.6695    268.9557    302.4841      1.5260      1.7062      0.9526 
     3.4000    490.0000      0.0000      1.0000    736.7332   3454.9690     21.4678      1.1750      1.1273   1780.4499    269.7265    303.0945      1.5297      1.7089      0.9528 
     3.4000    500.0000      0.0000      1.0000    736.7332   3457.6327     21.4733      1.1750      1.1274   1781.2144    270.4786    303.6904      1.5332      1.7116      0.9529 
     3.4000    510.0000      0.0000      1.0000    736.7332   3460.2441     21.4788      1.1749      1.1275   1781.9635    271.2129    304.2724      1.5367      1.7142      0.9531 
     3.4000    520.0000      0.0000      1.0000    736.7332   3462.8053     21.4841      1.1749      1.1276   1782.6977    271.9303    304.8413      1.5401      1.7167      0.9533 
     3.4000    530.0000      0.0000      1.0000    736.7332   3465.3180     21.4894      1.1749      1.1277   1783.4178    272.6318    305.3977      1.5433      1.7192      0.9534 
     3.4000    540.0000      0.0000      1.0000    736.7332   3467.7842     21.4945      1.1749      1.1278   1784.1242    273.3175    305.9419      1.5466      1.7216      0.9536 
     3.4000    550.0000      0.0000      1.0000    736.7332   3470.2054     21.4996      1.1749      1.1279   1784.8174    273.9884    306.4744      1.5497      1.7240      0.9537 
     3.4000    560.0000      0.0000      1.0000    736.7332   3472.5834     21.5046      1.1749      1.1280   1785.4980    274.6448    306.9956      1.5528      1.7263      0.9539 
     3.4000    570.0000      0.0000      1.0000    736.7332   3474.9195     21.5094      1.1749      1.1281   1786.1662    275.2873    307.5059      1.5558      1.7286      0.9540 
     3.4000    580.0000      0.0000      1.0000    736.7332   3477.2153     21.5142      1.1748      1.1282   1786.8227    275.9164    308.0057      1.5587      1.7308      0.9542 
     3.4000    590.0000      0.0000      1.0000    736.7332   3479.4721     21.5190      1.1748      1.1282   1787.4677    276.5327    308.4953      1.5616      1.7329      0.9543 
     3.4000    600.0000      0.0000      1.0000    736.7332   3481.6912     21.5236      1.1748      1.1283   1788.1017    277.1365    308.9751      1.5644      1.7351      0.9545 
     3.4000    610.0000      0.0000      1.0000    736.7332   3483.8738     21.5282      1.1748      1.1284   1788.7251    277.7284    309.4456      1.5672      1.7371      0.9546 
     3.4000    620.0000      0.0000      1.0000    736.7332   3486.0212     21.5327      1.1748      1.1285   1789.3381    278.3089    309.9070      1.5699      1.7392      0.9547 
     3.4000    630.0000      0.0000      1.0000    736.7332   3488.1344     21.5371      1.1748      1.1286   1789.9411    278.8786    310.3600      1.5725      1.7412      0.9549 
     3.4000    640.0000      0.0000      1.0000    736.7332   3490.2145     21.5415      1.1748      1.1286   1790.5345    279.4375    310.8044      1.5751      1.7431      0.9550 
